5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,6.201375126838684082e-01
5.000000000000000000e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.117278337478637695e-01
5.000000000000000000e-01,1.000000000000000000e+00,5.000000000000000000e-01,6.174361705780029297e-01
5.000000000000000000e-01,1.000000000000000000e+00,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e-01,6.174361705780029297e-01
1.000000000000000000e+00,5.000000000000000000e-01,1.000000000000000000e+00,6.942749619483947754e-01
1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e-01,7.039421200752258301e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.419859170913696289e-01
3.333333432674407959e-01,3.333333432674407959e-01,3.333333432674407959e-01,5.729616284370422363e-01
3.333333432674407959e-01,3.333333432674407959e-01,6.666666865348815918e-01,6.091048121452331543e-01
3.333333432674407959e-01,3.333333432674407959e-01,1.000000000000000000e+00,6.161618828773498535e-01
3.333333432674407959e-01,6.666666865348815918e-01,3.333333432674407959e-01,6.103399991989135742e-01
3.333333432674407959e-01,6.666666865348815918e-01,6.666666865348815918e-01,5.365608334541320801e-01
3.333333432674407959e-01,6.666666865348815918e-01,1.000000000000000000e+00,5.935938954353332520e-01
3.333333432674407959e-01,1.000000000000000000e+00,3.333333432674407959e-01,6.142488718032836914e-01
3.333333432674407959e-01,1.000000000000000000e+00,6.666666865348815918e-01,6.198268532752990723e-01
3.333333432674407959e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.072464227676391602e-01
6.666666865348815918e-01,3.333333432674407959e-01,3.333333432674407959e-01,6.103399991989135742e-01
6.666666865348815918e-01,3.333333432674407959e-01,6.666666865348815918e-01,5.365608334541320801e-01
6.666666865348815918e-01,3.333333432674407959e-01,1.000000000000000000e+00,5.935938954353332520e-01
6.666666865348815918e-01,6.666666865348815918e-01,3.333333432674407959e-01,6.213320493698120117e-01
6.666666865348815918e-01,6.666666865348815918e-01,6.666666865348815918e-01,6.188325881958007812e-01
6.666666865348815918e-01,6.666666865348815918e-01,1.000000000000000000e+00,7.203156948089599609e-01
6.666666865348815918e-01,1.000000000000000000e+00,3.333333432674407959e-01,6.100172400474548340e-01
6.666666865348815918e-01,1.000000000000000000e+00,6.666666865348815918e-01,7.188124656677246094e-01
6.666666865348815918e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.108871340751647949e-01
